"","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score","sus_val","aes_val","green_con","con_inno","soc_eth","aes_fun","functional","symbolic","financial"
"881",4,3,4,4,3,4,4,3,4,3,3,4,4,4,3,3,3,3,4,3,3,4,4,4,4,4,4,4,3,NA,1,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,3,3,1,1,1,1,2,17,27,6,18,35,12,9,6,6,3
"882",5,5,5,4,3,4,4,5,5,3,3,2,4,3,5,5,4,3,3,2,3,3,3,1,3,3,5,5,2,NA,NA,NA,NA,NA,NA,1,5,5,4,4,4,4,4,3,5,3,4,3,3,3,3,3,3,4,5,5,3,1,1,1,1,1,5,1,2,2,1,2,8,33,8,22,31,17,13,9,6,5
"883",5,3,4,4,4,4,4,4,4,3,4,3,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,3,3,3,3,3,1,1,2,1,1,2,17,44,10,20,49,20,15,10,10,5
"884",4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,3,4,3,1,1,2,1,2,17,45,10,21,50,20,15,10,10,5
"885",4,3,4,4,4,4,4,3,5,3,3,3,5,5,4,4,5,5,3,3,3,3,3,4,4,4,4,4,4,NA,1,NA,NA,NA,NA,NA,5,4,3,4,4,2,3,2,3,2,4,4,4,4,5,4,4,4,4,4,3,3,4,3,3,3,3,1,2,2,1,2,19,37,5,19,45,16,12,8,4,3
"886",4,4,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,NA,NA,1,NA,NA,NA,NA,5,5,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,5,3,3,3,2,2,3,4,1,2,1,1,2,16,37,8,22,42,17,13,9,7,5
"887",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,7,1,2,11,1,5,18,36,8,20,44,16,12,8,8,4
"888",5,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,3,1,2,2,1,2,18,45,10,21,52,20,15,10,10,5
"889",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,4,1,1,1,1,2,18,45,10,25,52,20,15,10,10,5
"890",4,3,4,5,5,5,5,3,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,NA,1,NA,NA,NA,NA,NA,5,5,4,5,5,5,5,5,4,4,4,4,5,4,4,5,5,5,4,4,2,2,2,4,4,4,3,1,1,1,2,2,18,41,10,21,47,18,14,9,9,4
"891",4,4,3,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,5,5,5,3,4,4,5,5,4,4,4,4,5,5,5,4,5,4,4,2,4,4,3,4,4,5,1,2,1,1,3,21,39,8,19,51,17,14,9,9,5
"892",5,5,4,4,4,5,5,4,3,4,3,3,4,5,4,4,4,4,4,4,4,3,3,3,4,3,5,4,4,NA,NA,NA,1,NA,NA,NA,5,4,3,4,4,4,5,2,4,2,3,3,4,3,4,3,5,3,3,4,3,2,3,3,3,3,3,1,2,1,1,2,17,33,9,22,39,15,12,7,4,4
"893",4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,1,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,1,1,1,2,18,36,8,19,43,16,12,8,8,4
"894",5,5,5,5,4,3,4,4,4,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,3,5,4,5,5,4,5,4,4,3,4,4,4,4,5,4,4,4,5,5,3,3,3,3,3,3,2,1,2,2,1,1,18,40,9,24,46,18,12,9,7,4
"895",4,3,4,5,5,4,4,4,4,4,2,3,3,4,4,4,5,5,4,4,4,2,2,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,5,5,5,4,3,5,5,3,3,4,4,4,5,5,3,3,3,3,4,4,3,1,2,3,1,2,20,37,9,21,45,18,13,7,9,5
"896",4,4,4,5,5,4,3,3,3,3,3,2,3,4,5,5,4,4,3,3,4,4,3,3,4,4,5,5,5,NA,NA,1,NA,1,NA,NA,4,4,4,4,4,4,4,2,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,1,1,2,18,35,8,22,42,16,12,8,5,3
"897",5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18,45,10,25,52,20,15,10,10,5
"898",5,4,4,5,5,5,5,5,5,3,3,3,4,4,5,5,4,4,4,3,4,2,4,2,3,3,4,4,4,NA,NA,1,NA,1,NA,NA,5,5,4,4,4,5,5,3,4,3,3,3,5,3,3,3,4,3,4,3,4,4,4,2,3,3,4,1,2,1,1,2,20,32,10,23,39,14,13,8,6,4
"899",3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,4,4,4,5,5,3,3,2,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,18,30,6,16,36,12,13,7,5,4
"900",4,4,3,5,5,4,4,3,4,3,3,3,3,4,3,4,4,3,3,3,3,2,4,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,3,4,4,3,3,3,4,2,3,3,4,3,4,3,5,4,4,5,2,3,3,2,3,3,3,1,2,2,1,2,16,36,6,21,42,18,12,8,5,4
"901",5,3,4,5,5,5,5,5,5,3,3,3,3,3,3,3,5,3,3,3,3,1,3,1,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,5,3,5,5,5,3,3,3,5,3,5,5,5,3,3,3,1,3,3,1,2,6,1,5,18,37,10,22,40,18,15,10,6,5
"902",5,3,3,5,5,5,5,5,5,3,2,3,5,3,5,4,5,3,4,3,4,3,3,3,4,4,5,5,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,5,5,5,5,2,3,3,3,3,3,4,1,2,1,1,2,17,38,8,21,45,20,12,8,7,4
"903",5,3,4,4,5,4,4,3,3,3,3,3,3,3,4,4,4,3,3,4,5,3,4,1,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,2,4,3,4,3,1,5,1,4,3,3,3,3,3,4,4,3,4,4,1,3,1,3,3,1,1,1,1,1,2,15,30,7,21,35,15,11,9,2,5
"904",4,3,4,4,3,4,4,5,4,3,2,2,4,5,4,3,5,3,4,3,3,3,2,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,5,4,3,5,3,4,2,4,4,4,3,4,4,5,5,5,1,3,2,2,2,2,3,2,1,2,1,1,2,14,35,8,18,38,16,13,8,5,4
"905",4,3,3,4,4,5,4,3,3,3,3,2,4,4,3,3,4,3,4,3,4,3,4,3,3,3,5,3,3,NA,NA,NA,NA,NA,NA,1,5,4,3,4,4,4,4,3,5,3,5,3,4,3,2,3,3,3,3,5,2,2,2,2,2,2,2,1,2,1,1,2,12,30,8,18,32,14,12,9,6,5
"906",5,4,3,4,4,5,4,4,4,5,1,3,3,4,4,4,4,4,4,2,4,1,3,4,2,1,4,1,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,3,2,2,3,4,3,4,1,1,1,1,1,17,45,10,20,49,20,15,10,7,5
"907",4,4,4,5,4,4,3,3,3,3,3,3,3,3,5,4,5,3,3,2,3,3,3,3,3,3,4,3,3,NA,1,NA,NA,NA,NA,NA,5,4,3,4,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,1,2,2,1,2,21,27,8,21,38,12,12,8,6,3
"908",5,4,4,5,4,4,4,3,4,3,3,3,3,4,4,4,4,3,3,2,4,2,3,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,4,4,3,3,3,3,4,4,4,4,4,5,4,5,4,4,4,4,3,3,3,2,1,2,7,1,2,21,38,8,22,47,18,15,8,6,3
"909",5,3,4,4,4,3,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,1,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,2,3,1,3,1,2,18,38,10,20,43,16,15,10,10,5
"910",4,3,4,5,3,4,4,4,4,3,4,4,4,5,4,4,4,3,4,3,4,2,3,3,4,3,4,4,4,NA,1,NA,NA,1,NA,NA,3,5,4,4,3,3,4,2,3,2,4,4,4,3,4,4,4,4,4,4,2,2,2,2,3,3,1,1,2,1,1,2,14,34,7,19,39,16,11,9,4,3
"911",4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,3,5,4,4,4,4,3,4,4,3,5,1,NA,NA,NA,NA,NA,NA,4,3,3,3,3,4,4,4,4,5,5,5,5,5,4,3,2,4,3,4,2,3,2,4,4,4,4,1,1,2,1,2,19,33,8,20,42,13,10,8,9,4
"912",5,5,5,4,5,4,4,4,3,3,4,3,4,4,4,4,4,5,4,4,4,1,2,2,3,3,5,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,5,4,4,5,3,4,3,4,4,4,4,5,4,4,5,4,4,3,3,4,3,2,3,1,1,2,1,1,2,18,38,9,24,45,17,13,8,6,4
"913",5,3,3,2,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,NA,NA,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,1,18,45,10,16,52,20,12,9,10,5
"914",5,4,5,4,4,5,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,3,4,4,3,3,3,4,3,4,3,3,4,4,3,3,3,4,4,4,5,3,3,3,3,3,3,5,1,2,4,1,2,18,33,7,22,41,17,10,7,6,4
"915",4,4,4,4,3,4,4,4,4,2,2,2,3,5,5,4,4,4,4,3,5,5,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,5,5,5,5,5,5,5,5,3,3,5,5,5,4,5,3,2,4,3,4,4,1,1,2,1,1,2,20,39,10,19,47,19,15,10,10,5
"916",5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,NA,1,1,1,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,2,1,2,2,1,2,20,36,8,22,45,16,12,8,8,4
"917",4,4,4,5,5,5,5,4,4,3,3,2,4,4,4,4,4,4,2,3,4,3,4,3,3,3,4,4,4,1,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,3,4,3,2,5,4,4,4,3,4,4,3,1,2,1,1,2,23,33,10,22,42,14,15,10,9,5
"918",4,4,4,5,4,4,4,5,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,2,14,36,8,21,38,16,14,9,6,4
"919",4,3,3,4,4,4,4,2,3,2,2,2,4,4,3,4,4,3,3,2,4,3,4,2,3,3,3,3,3,NA,NA,NA,NA,NA,1,NA,4,4,3,4,4,3,5,3,5,3,5,5,5,3,4,4,4,5,5,5,3,3,3,3,3,3,4,1,2,1,1,2,18,39,8,18,45,19,11,9,6,5
"920",5,3,3,5,3,5,5,5,3,3,3,3,4,5,5,4,5,4,3,3,5,3,2,4,2,5,5,5,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,1,3,3,4,3,1,1,2,2,1,2,17,45,10,19,49,20,15,10,8,5
"921",4,4,4,5,5,5,5,4,4,2,3,3,4,4,3,3,3,3,4,3,4,3,4,3,3,4,4,4,3,NA,NA,NA,NA,NA,NA,1,4,5,5,5,5,5,5,4,5,3,5,5,5,3,4,4,4,4,4,5,3,2,2,3,2,4,2,1,2,2,1,2,16,38,10,22,41,17,14,10,7,5
"922",5,5,5,5,5,5,5,5,5,3,3,3,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,NA,1,NA,NA,NA,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,4,4,4,2,1,2,1,1,2,17,45,10,25,50,20,15,10,10,5
"923",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,1,1,2,2,1,2,18,34,8,20,41,14,12,8,6,4
"924",4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,2,3,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,3,4,3,5,3,4,4,5,4,5,4,5,5,5,5,3,3,3,3,3,3,2,1,2,1,1,6,18,42,7,20,48,20,15,9,6,5
"925",3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,1,4,5,4,4,4,3,4,3,3,3,4,3,3,3,3,4,4,4,4,4,1,1,1,1,2,2,1,1,2,1,1,2,8,33,7,16,33,16,12,9,6,3
"926",4,3,4,3,4,5,4,4,4,3,1,1,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1,1,1,1,2,17,28,6,18,35,12,11,7,6,3
"927",5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,5,5,2,3,3,3,3,3,1,NA,NA,NA,NA,NA,NA,5,3,3,4,5,4,5,5,4,5,5,5,5,4,4,5,5,5,5,5,1,1,1,5,5,4,1,1,2,1,1,2,17,43,9,25,49,20,12,8,10,4
"928",4,3,4,2,4,4,5,4,4,1,1,1,3,5,4,4,4,4,3,2,3,3,3,3,3,3,4,3,2,NA,NA,NA,NA,NA,NA,1,3,5,5,5,5,3,4,3,4,2,4,3,3,4,4,4,4,4,3,4,3,4,4,3,3,3,4,1,2,1,1,2,15,35,7,17,44,15,13,9,5,4
"929",4,3,3,4,3,4,4,4,4,4,3,3,4,4,5,4,4,4,3,4,5,3,3,3,3,4,5,4,3,NA,NA,NA,NA,NA,NA,1,4,5,5,4,4,3,4,3,3,3,3,3,3,3,5,4,4,4,3,3,3,3,3,3,3,3,6,1,2,1,1,2,18,33,7,17,41,14,13,8,6,3
"930",5,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,1,NA,3,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,1,2,2,1,2,21,36,8,19,45,16,11,8,6,3
"931",5,4,4,4,4,4,5,3,4,2,3,2,3,3,4,3,4,3,3,2,4,3,4,3,3,4,4,3,3,1,1,NA,NA,1,1,NA,5,5,5,4,4,5,5,3,4,3,5,3,5,4,3,3,3,3,3,3,3,2,2,3,3,3,1,1,2,1,1,2,16,31,10,21,35,12,14,10,6,4
"932",5,4,5,5,5,4,5,5,3,3,3,3,4,5,5,4,4,3,3,3,4,2,3,2,2,3,5,5,3,NA,NA,1,NA,NA,NA,NA,5,5,4,4,3,4,5,2,2,2,2,4,5,3,5,4,5,5,4,5,3,3,3,3,4,3,5,1,2,1,1,2,19,39,9,24,47,19,13,7,4,2
"933",5,3,4,4,3,4,4,4,4,3,3,3,3,5,4,4,4,4,3,4,4,3,3,3,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,4,3,4,4,3,4,5,3,3,3,4,3,3,2,3,3,4,4,4,3,4,3,4,2,2,3,1,1,2,1,1,2,18,29,9,19,37,15,12,7,6,3
"934",5,5,5,5,4,4,4,4,4,3,3,3,3,4,4,4,4,3,4,4,4,3,3,3,3,3,4,3,3,NA,NA,NA,NA,1,NA,NA,4,4,4,4,3,4,4,3,5,3,3,4,4,4,4,4,5,5,5,5,3,3,3,3,3,3,4,1,1,2,1,2,18,39,8,24,47,20,12,7,6,5
"935",5,5,5,4,4,4,5,4,5,4,4,4,4,5,5,5,4,4,4,4,4,3,3,3,3,5,4,5,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,3,4,3,4,3,4,4,4,3,4,4,4,4,3,4,3,2,2,3,2,2,1,1,1,2,1,2,14,34,7,23,37,15,15,9,6,4
"936",5,5,4,4,4,5,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,3,3,5,4,2,1,2,2,1,2,19,35,8,22,44,16,12,8,8,4
"937",5,5,5,5,5,5,5,5,5,3,3,3,4,5,4,3,4,3,3,4,3,3,3,3,3,3,4,4,4,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,3,5,3,5,5,5,4,5,5,5,5,5,5,3,3,3,3,3,2,2,1,2,2,1,2,17,44,10,25,48,20,15,10,6,5
"938",4,3,4,5,5,4,4,4,4,3,3,3,4,3,3,3,4,3,3,3,4,2,3,2,3,4,4,4,3,1,NA,NA,NA,NA,NA,NA,4,5,3,4,2,4,4,2,2,2,3,2,3,3,3,3,4,5,5,4,3,3,3,3,3,4,2,1,2,4,1,2,19,32,8,21,43,18,11,8,4,2
"939",4,3,4,5,5,4,4,4,4,3,3,3,4,5,5,5,5,5,3,3,3,2,1,2,2,3,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,4,4,2,4,3,4,4,4,5,5,5,5,5,5,5,1,1,1,1,1,4,2,1,2,1,1,2,9,44,8,21,43,20,15,9,5,4
"940",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,3,1,1,3,1,2,18,45,10,25,52,20,15,10,10,5
"941",3,3,2,4,3,3,2,1,1,2,3,5,5,4,4,5,5,5,5,3,5,3,5,5,5,5,5,4,4,1,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,5,2,2,3,3,4,5,1,3,2,1,1,2,19,40,8,15,49,18,12,8,8,4
"942",4,3,3,3,4,4,4,4,3,3,2,3,4,3,4,3,4,4,3,3,4,3,4,3,3,4,4,4,4,NA,NA,1,NA,NA,NA,NA,3,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,3,4,3,3,3,2,2,4,3,3,3,1,1,3,1,2,17,32,6,17,39,13,11,8,7,3
"943",4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,3,4,5,4,4,4,4,4,4,5,5,2,2,2,4,4,4,2,1,2,1,1,2,18,38,8,20,46,18,12,8,6,4
"944",5,4,4,4,4,3,3,3,4,2,3,2,4,3,3,4,4,3,3,2,3,3,4,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,1,5,4,3,4,3,4,5,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,5,5,2,8,1,2,18,27,9,21,36,12,12,8,7,3
"945",5,4,5,5,5,5,5,5,5,5,4,4,3,3,3,4,4,2,5,3,3,3,3,3,3,5,4,4,4,NA,NA,NA,1,NA,NA,NA,5,5,3,4,3,4,4,3,5,2,4,3,4,3,3,3,4,3,4,3,3,3,4,4,3,4,2,1,2,1,1,2,21,30,8,24,41,14,12,9,5,5
"946",5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,7,1,2,3,1,2,18,45,10,24,52,20,15,10,10,5
"947",5,4,3,5,5,5,5,5,5,3,3,3,3,5,3,4,5,5,5,2,4,3,3,2,3,3,3,5,4,NA,NA,NA,NA,NA,NA,1,5,5,4,4,3,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,1,2,18,27,10,22,36,12,13,8,6,5
"948",5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4,5,5,3,4,4,4,5,4,4,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,4,4,5,4,5,4,4,4,4,4,4,5,5,5,5,5,2,1,1,3,3,4,3,1,1,1,1,2,14,41,9,25,45,20,15,9,8,5
"949",5,5,4,4,4,4,4,4,4,3,3,3,4,4,4,4,5,4,4,3,4,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,3,2,1,2,2,1,2,14,36,8,22,40,16,12,8,6,4
"950",4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,5,5,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,1,2,1,1,2,22,35,10,18,45,16,12,8,8,4
"951",4,2,3,3,4,4,3,3,4,2,3,3,4,5,4,3,4,3,4,2,4,2,2,2,3,3,5,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,3,4,4,2,4,3,2,3,4,3,5,4,3,4,3,4,2,1,1,2,1,1,2,1,2,1,1,2,8,33,8,16,32,14,12,6,5,4
"952",5,4,4,3,4,4,4,3,3,3,3,3,3,5,3,3,3,3,3,3,4,1,3,3,4,3,4,3,3,NA,NA,NA,NA,NA,NA,1,4,5,3,4,3,4,3,3,3,3,4,3,4,4,4,4,4,4,3,4,3,3,3,3,2,4,1,1,2,1,1,2,18,34,7,20,42,15,11,9,6,3
"953",4,4,4,4,4,4,4,5,5,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,1,4,4,4,NA,NA,1,NA,NA,NA,NA,5,4,4,4,4,4,5,3,4,3,4,3,5,3,3,4,4,4,4,5,2,2,2,3,3,3,2,1,2,1,1,2,15,36,9,20,40,17,13,8,6,4
"954",5,4,4,5,5,5,5,5,4,3,3,3,5,5,4,5,5,3,3,3,4,2,2,2,2,2,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,3,4,2,5,3,5,4,4,3,5,5,5,5,5,5,4,2,4,3,3,2,3,1,2,1,1,2,18,42,7,23,47,20,15,10,5,5
"955",4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,3,5,3,5,5,5,4,3,4,3,2,3,3,3,NA,NA,1,NA,NA,NA,NA,3,4,5,5,5,5,5,5,4,4,3,3,5,4,4,4,3,4,3,3,2,2,1,5,4,3,2,1,2,1,1,2,17,35,10,20,40,13,13,7,9,4
"956",4,4,4,5,5,4,4,4,5,3,3,3,4,4,3,4,4,3,3,3,4,3,4,3,3,4,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,4,4,4,5,3,4,3,4,4,5,5,4,4,4,3,2,3,2,3,3,3,3,1,2,1,1,2,16,37,8,22,43,15,15,9,7,5
"957",5,4,4,3,5,4,4,3,4,3,2,2,4,5,2,5,3,5,5,5,4,4,3,4,4,5,3,5,5,NA,NA,NA,NA,NA,NA,1,5,5,4,3,3,4,5,4,4,5,4,3,5,4,4,4,3,3,5,2,3,4,3,3,3,3,3,1,2,4,1,2,19,33,9,21,41,13,12,9,9,4
